gene_id,n_supporting_contrasts,mean_methyl_diff
LOC8082065,1,0.21095746279716
LOC110436238,2,-0.21093232706375598
LOC110436176,1,-0.210827457321238
LOC110432409,1,-0.210810247574213
LOC8079990,1,-0.210721532267567
LOC8084844,2,-0.2106237162014845
LOC8082459,1,-0.210570398598069
LOC8080073,1,-0.210452392529038
LOC8055843,1,-0.210359388784621
LOC8076114,1,-0.21033386699309
LOC8062328,1,-0.210285227478547
LOC8064479,1,-0.210038285685237
LOC110431778,1,0.209994527416628
LOC8071628,1,-0.209737532398415
LOC8074160,1,0.209570628173253
LOC110430387,1,0.209355351731435
LOC110436553,2,-0.2093357775292855
LOC110433672,1,-0.209197539282502
LOC110435948,1,-0.209057680153954
LOC8057162,1,-0.208968078413575
LOC8080347,1,-0.20855715866408
LOC8080348,1,-0.20855715866408
LOC8060519,2,-0.208552332948046
LOC110436031,1,-0.208464377598994
LOC8072529,1,-0.208099878205861
LOC8086020,1,-0.208074365289462
LOC110431400,1,-0.208041034448451
LOC110433001,1,0.208004529349696
LOC110430340,1,-0.20788559707678
LOC8068659,1,-0.207818100006594
LOC8056963,1,-0.207679137212156
LOC8068803,1,-0.20751444676392
LOC110431167,1,-0.207508564470508
LOC8065964,1,0.207389321816368
LOC8061166,1,-0.207364553935128
LOC8054110,1,-0.207349993214201
LOC8082749,1,-0.207093887280656
LOC8083198,1,-0.206926219143877
LOC8058421,1,-0.206834478862015
LOC8066704,1,-0.206738775594932
LOC8081371,1,0.20673283552738
LOC8081370,1,0.20673283552738
LOC8073848,1,-0.206488374308907
LOC8054647,1,0.206471076381671
LOC8062257,2,-0.2064376395422005
LOC110435720,1,0.206376214555758
LOC8081500,1,0.20631542664379
LOC8068150,1,-0.20631196682764
LOC8155417,1,-0.206190640350737
LOC8069232,1,-0.205722768659683
LOC110434744,1,0.205712756098522
LOC110432936,2,-0.2056722811058625
LOC8080118,1,0.205647108719918
LOC110430286,1,-0.205601140284898
LOC8085967,1,-0.205408848232472
LOC8079852,1,0.205380701054163
LOC8155421,1,-0.205377311544226
LOC8062060,1,-0.205350928622256
LOC8074060,1,-0.20521163956942
LOC8071989,1,-0.205171408263241
LOC110430017,1,0.204915718992407
LOC8079535,1,-0.204837576641413
LOC8084599,1,-0.204746314918749
LOC8069805,1,0.204621859892062
LOC8078876,1,-0.204591871523941
LOC110434869,2,-0.20456522334654798
LOC8057938,1,0.204550271610256
LOC110433662,1,-0.204120508268536
LOC8074723,1,-0.204095876317731
LOC8054339,1,-0.204051646378484
LOC110436319,1,0.204026508685851
LOC8080017,1,-0.203968443678808
LOC8072473,1,0.203867032794045
LOC8059893,1,-0.203865330337201
LOC8069499,1,0.20380664554082
LOC110432854,1,0.203615336880316
LOC8061002,1,-0.203595816460912
LOC110432726,1,-0.203300835191719
LOC8077663,1,-0.203241045900359
LOC8085234,1,-0.203186139655375
LOC8058456,1,-0.203152557590155
LOC8055501,1,-0.202970020989169
LOC8074949,1,-0.20296015733268
LOC8071204,1,0.202914555595879
LOC8056369,1,0.202864838221398
LOC110432657,1,-0.202716268815461
LOC8054700,1,-0.202686864519094
LOC8085746,2,-0.202660727247856
LOC8079673,1,-0.202522608870997
LOC110435773,1,-0.20247386075333
LOC8074024,1,0.202433969267568
LOC8074284,1,-0.202366665381941
LOC110431766,1,-0.202257842963565
LOC110433465,1,0.201918944760468
LOC8054949,1,-0.201884217605424
LOC8077386,1,-0.201756632448158
LOC8074096,1,-0.201756632448158
LOC110435004,1,-0.201719832847606
LOC110430026,2,-0.20163251957329
LOC8061067,1,0.201626865544213
LOC8080517,2,-0.2015192187292335
LOC8058858,1,0.201456910423481
LOC110432881,1,0.201408936030646
LOC110435549,1,-0.201259609755918
LOC110436743,1,-0.201223342498372
LOC110434564,1,0.201156528304419
LOC8069919,1,0.201156528304419
LOC8062118,1,-0.201087954749952
LOC110435046,1,-0.201043619479445
LOC8054167,1,0.200950379780894
LOC8084270,1,0.200928519543152
LOC8055956,1,0.200402714046215
LOC8058618,1,0.200326117692964
LOC8082556,1,-0.200308083015405
LOC110432053,1,-0.200260823144938
LOC8079513,1,-0.200255549593821
LOC110430692,1,-0.200227482518817
LOC8086335,3,-0.19994857828354765
LOC110434408,1,0.199849300795078
LOC8056347,1,-0.199802380049918
LOC8079658,1,0.199800456390976
LOC8074820,1,-0.199761828315956
LOC8059413,1,-0.199704013343859
LOC8071250,1,-0.199662018283403
LOC110431075,1,-0.199598674268069
LOC8074875,1,0.199499340401439
LOC8081781,1,0.199494302228612
LOC8058427,1,0.199477083028379
LOC8080079,1,-0.199456676022996
LOC110430621,1,-0.199456676022996
LOC110432769,1,-0.199439568197651
LOC8077325,1,-0.199404732375982
LOC8067124,1,-0.19925502120758
LOC8072377,1,0.199227648109155
LOC8079583,1,-0.199214032299603
LOC110437505,1,-0.199179451868807
LOC8072146,1,-0.199176265480176
LOC110435244,1,-0.199172445139638
LOC8071200,1,-0.199108880205643
LOC8055606,1,0.199057614867672
LOC8058057,1,0.198966759098076
LOC8057247,1,-0.198861519401817
LOC8082202,1,0.198846231089184
LOC8067655,1,0.198480739595271
LOC8074118,1,-0.198477602053099
LOC8062730,1,-0.198417233582103
LOC110431649,1,-0.198416085865371
LOC110432701,1,-0.198351443449173
LOC8077765,1,0.198323699796683
LOC110432389,1,-0.198291994192901
LOC8084674,1,-0.198239002041274
LOC8073749,1,-0.197922614902915
LOC8085498,1,-0.197905167131243
